Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,Profit_Margin_Pct,Gross_Margin_Pct,Discount_Pct,Unit_Profit,Unit_Cost,Markup_Pct,Contribution_Margin,Contribution_Margin_Pct,Quarter,Week,Day_of_Week,Is_Weekend,Fiscal_Year,Year_Month,Revenue_Category,Profit_Category,Discount_Tier,Sales_Per_Unit,COGS_Per_Unit,Discount_Per_Unit,Is_High_Margin,Is_Loss,Is_Heavy_Discount
Enterprise,United States Of America,Montana,Medium,3627,5,125,453375.0,22668.75,430706.25,435240.0,-4533.75,2014-01-07,7,July,2014,-1.05,-1.05,5.0,-1.25,120.0,2400.0,-4533.75,-1.05,1,2,Tuesday,0,2015,2014-01,Enterprise,Loss,Medium Discount,118.75,120.0,6.25,0,1,0
Government,Mexico,Montana,Medium,720,5,350,252000.0,12600.0,239400.0,187200.0,52200.0,2013-01-09,9,September,2013,21.8,21.8,5.0,72.5,260.0,6900.0,52200.0,21.8,1,2,Wednesday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,332.5,260.0,17.5,0,0,0
Channel Partners,Germany,Montana,Medium,2342,5,12,28104.0,1405.2,26698.8,7026.0,19672.8,2014-01-11,11,November,2014,73.68,73.68,5.0,8.4,3.0,140.0,19672.8,73.68,1,2,Saturday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,11.4,3.0,0.6,1,0,0
Small Business,Mexico,Montana,Medium,1100,5,300,330000.0,16500.0,313500.0,275000.0,38500.0,2013-01-12,12,December,2013,12.28,12.28,5.0,35.0,250.0,5900.0,38500.0,12.28,1,2,Saturday,1,2014,2013-01,Enterprise,High Profit,Medium Discount,285.0,250.0,15.0,0,0,0
Government,France,Paseo,Medium,1303,10,20,26060.0,1303.0,24757.0,13030.0,11727.0,2014-01-02,2,February,2014,47.37,47.37,5.0,9.0,10.0,100.0,11727.0,47.37,1,1,Thursday,0,2014,2014-01,Medium,Medium Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Enterprise,United States Of America,Paseo,Medium,2992,10,125,374000.0,18700.0,355300.0,359040.0,-3740.0,2014-01-03,3,March,2014,-1.05,-1.05,5.0,-1.25,120.0,1150.0,-3740.0,-1.05,1,1,Friday,0,2014,2014-01,Enterprise,Loss,Medium Discount,118.75,120.0,6.25,0,1,0
Enterprise,France,Paseo,Medium,2385,10,125,298125.0,14906.25,283218.75,286200.0,-2981.25,2014-01-03,3,March,2014,-1.05,-1.05,5.0,-1.25,120.0,1150.0,-2981.25,-1.05,1,1,Friday,0,2014,2014-01,Enterprise,Loss,Medium Discount,118.75,120.0,6.25,0,1,0
Small Business,Mexico,Paseo,Medium,1607,10,300,482100.0,24105.0,457995.0,401750.0,56245.0,2014-01-04,4,April,2014,12.28,12.28,5.0,35.0,250.0,2900.0,56245.0,12.28,1,1,Saturday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,285.0,250.0,15.0,0,0,0
Government,United States Of America,Paseo,Medium,2327,10,7,16289.0,814.45,15474.55,11635.0,3839.5499999999993,2014-01-05,5,May,2014,24.81,24.81,5.0,1.65,5.0,-30.0,3839.5499999999993,24.81,1,1,Sunday,1,2015,2014-01,Medium,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Small Business,United States Of America,Paseo,Medium,991,10,300,297300.0,14865.0,282435.0,247750.0,34685.0,2014-01-06,6,June,2014,12.28,12.28,5.0,35.0,250.0,2900.0,34685.0,12.28,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,285.0,250.0,15.0,0,0,0
Government,United States Of America,Paseo,Medium,602,10,350,210700.0,10535.0,200165.0,156520.0,43645.0,2014-01-06,6,June,2014,21.8,21.8,5.0,72.5,260.0,3400.0,43645.0,21.8,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,332.5,260.0,17.5,0,0,0
Midmarket,France,Paseo,Medium,2620,10,15,39300.0,1965.0,37335.0,26200.0,11135.0,2014-01-09,9,September,2014,29.82,29.82,5.0,4.25,10.0,50.0,11135.0,29.82,1,2,Thursday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,14.25,10.0,0.75,0,0,0
Government,Canada,Paseo,Medium,1228,10,350,429800.0,21490.0,408310.0,319280.0,89030.0,2013-01-10,10,October,2013,21.8,21.8,5.0,72.5,260.0,3400.0,89030.0,21.8,1,2,Thursday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,332.5,260.0,17.5,0,0,0
Government,Canada,Paseo,Medium,1389,10,20,27780.0,1389.0,26391.0,13890.0,12501.0,2013-01-10,10,October,2013,47.37,47.37,5.0,9.0,10.0,100.0,12501.0,47.37,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Enterprise,United States Of America,Paseo,Medium,861,10,125,107625.0,5381.25,102243.75,103320.0,-1076.25,2014-01-10,10,October,2014,-1.05,-1.05,5.0,-1.25,120.0,1150.0,-1076.25,-1.05,1,2,Friday,0,2015,2014-01,Enterprise,Loss,Medium Discount,118.75,120.0,6.25,0,1,0
Enterprise,France,Paseo,Medium,704,10,125,88000.0,4400.0,83600.0,84480.0,-880.0,2013-01-10,10,October,2013,-1.05,-1.05,5.0,-1.25,120.0,1150.0,-880.0,-1.05,1,2,Thursday,0,2014,2013-01,Large,Loss,Medium Discount,118.75,120.0,6.25,0,1,0
Government,Canada,Paseo,Medium,1802,10,20,36040.0,1802.0,34238.0,18020.0,16218.0,2013-01-12,12,December,2013,47.37,47.37,5.0,9.0,10.0,100.0,16218.0,47.37,1,2,Saturday,1,2014,2013-01,Medium,Medium Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Government,United States Of America,Paseo,Medium,2663,10,20,53260.0,2663.0,50597.0,26630.0,23967.0,2014-01-12,12,December,2014,47.37,47.37,5.0,9.0,10.0,100.0,23967.0,47.37,1,2,Sunday,1,2015,2014-01,Large,High Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Government,France,Paseo,Medium,2136,10,7,14952.0,747.6,14204.4,10680.0,3524.4,2013-01-12,12,December,2013,24.81,24.81,5.0,1.65,5.0,-30.0,3524.3999999999996,24.81,1,2,Saturday,1,2014,2013-01,Medium,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Midmarket,Germany,Paseo,Medium,2116,10,15,31740.0,1587.0,30153.0,21160.0,8993.0,2013-01-12,12,December,2013,29.82,29.82,5.0,4.25,10.0,50.0,8993.0,29.82,1,2,Saturday,1,2014,2013-01,Medium,Medium Profit,Medium Discount,14.25,10.0,0.75,0,0,0
Midmarket,United States Of America,Velo,Medium,555,120,15,8325.0,416.25,7908.75,5550.0,2358.75,2014-01-01,1,January,2014,29.82,29.82,5.0,4.25,10.0,-87.5,2358.75,29.82,1,1,Wednesday,0,2014,2014-01,Small,Low Profit,Medium Discount,14.25,10.0,0.75,0,0,0
Midmarket,Mexico,Velo,Medium,2861,120,15,42915.0,2145.75,40769.25,28610.0,12159.25,2014-01-01,1,January,2014,29.82,29.82,5.0,4.25,10.0,-87.5,12159.25,29.82,1,1,Wednesday,0,2014,2014-01,Medium,Medium Profit,Medium Discount,14.25,10.0,0.75,0,0,0
Enterprise,Germany,Velo,Medium,807,120,125,100875.0,5043.75,95831.25,96840.0,-1008.75,2014-01-02,2,February,2014,-1.05,-1.05,5.0,-1.25,120.0,4.17,-1008.75,-1.05,1,1,Thursday,0,2014,2014-01,Large,Loss,Medium Discount,118.75,120.0,6.25,0,1,0
Government,United States Of America,Velo,Medium,602,120,350,210700.0,10535.0,200165.0,156520.0,43645.0,2014-01-06,6,June,2014,21.8,21.8,5.0,72.5,260.0,191.67,43645.0,21.8,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,332.5,260.0,17.5,0,0,0
Government,United States Of America,Velo,Medium,2832,120,20,56640.0,2832.0,53808.0,28320.0,25488.0,2014-01-08,8,August,2014,47.37,47.37,5.0,9.0,10.0,-83.33,25488.0,47.37,1,2,Wednesday,0,2015,2014-01,Large,High Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Government,France,Velo,Medium,1579,120,20,31580.0,1579.0,30001.0,15790.0,14211.0,2014-01-08,8,August,2014,47.37,47.37,5.0,9.0,10.0,-83.33,14211.0,47.37,1,2,Wednesday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Enterprise,United States Of America,Velo,Medium,861,120,125,107625.0,5381.25,102243.75,103320.0,-1076.25,2014-01-10,10,October,2014,-1.05,-1.05,5.0,-1.25,120.0,4.17,-1076.25,-1.05,1,2,Friday,0,2015,2014-01,Enterprise,Loss,Medium Discount,118.75,120.0,6.25,0,1,0
Enterprise,France,Velo,Medium,704,120,125,88000.0,4400.0,83600.0,84480.0,-880.0,2013-01-10,10,October,2013,-1.05,-1.05,5.0,-1.25,120.0,4.17,-880.0,-1.05,1,2,Thursday,0,2014,2013-01,Large,Loss,Medium Discount,118.75,120.0,6.25,0,1,0
Government,France,Velo,Medium,1033,120,20,20660.0,1033.0,19627.0,10330.0,9297.0,2013-01-12,12,December,2013,47.37,47.37,5.0,9.0,10.0,-83.33,9297.0,47.37,1,2,Saturday,1,2014,2013-01,Medium,Medium Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Small Business,Germany,Velo,Medium,1250,120,300,375000.0,18750.0,356250.0,312500.0,43750.0,2014-01-12,12,December,2014,12.28,12.28,5.0,35.0,250.0,150.0,43750.0,12.28,1,2,Sunday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,285.0,250.0,15.0,0,0,0
Government,Canada,Vtt,Medium,1389,250,20,27780.0,1389.0,26391.0,13890.0,12501.0,2013-01-10,10,October,2013,47.37,47.37,5.0,9.0,10.0,-92.0,12501.0,47.37,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Government,United States Of America,Vtt,Medium,1265,250,20,25300.0,1265.0,24035.0,12650.0,11385.0,2013-01-11,11,November,2013,47.37,47.37,5.0,9.0,10.0,-92.0,11385.0,47.37,1,2,Friday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Government,Germany,Vtt,Medium,2297,250,20,45940.0,2297.0,43643.0,22970.0,20673.0,2013-01-11,11,November,2013,47.37,47.37,5.0,9.0,10.0,-92.0,20673.0,47.37,1,2,Friday,0,2014,2013-01,Medium,High Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Government,United States Of America,Vtt,Medium,2663,250,20,53260.0,2663.0,50597.0,26630.0,23967.0,2014-01-12,12,December,2014,47.37,47.37,5.0,9.0,10.0,-92.0,23967.0,47.37,1,2,Sunday,1,2015,2014-01,Large,High Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Government,United States Of America,Vtt,Medium,570,250,7,3990.0,199.5,3790.5,2850.0,940.5,2014-01-12,12,December,2014,24.81,24.81,5.0,1.65,5.0,-97.2,940.5,24.81,1,2,Sunday,1,2015,2014-01,Small,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Government,France,Vtt,Medium,2487,250,7,17409.0,870.45,16538.55,12435.0,4103.549999999999,2014-01-12,12,December,2014,24.81,24.81,5.0,1.65,5.0,-97.2,4103.549999999999,24.81,1,2,Sunday,1,2015,2014-01,Medium,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Government,Germany,Amarilla,Medium,1350,260,350,472500.0,23625.0,448875.0,351000.0,97875.0,2014-01-02,2,February,2014,21.8,21.8,5.0,72.5,260.0,34.62,97875.0,21.8,1,1,Thursday,0,2014,2014-01,Enterprise,High Profit,Medium Discount,332.5,260.0,17.5,0,0,0
Government,Canada,Amarilla,Medium,552,260,350,193200.0,9660.0,183540.0,143520.0,40020.0,2014-01-08,8,August,2014,21.8,21.8,5.0,72.5,260.0,34.62,40020.0,21.8,1,2,Wednesday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,332.5,260.0,17.5,0,0,0
Government,Canada,Amarilla,Medium,1228,260,350,429800.0,21490.0,408310.0,319280.0,89030.0,2013-01-10,10,October,2013,21.8,21.8,5.0,72.5,260.0,34.62,89030.0,21.8,1,2,Thursday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,332.5,260.0,17.5,0,0,0
Small Business,Germany,Amarilla,Medium,1250,260,300,375000.0,18750.0,356250.0,312500.0,43750.0,2014-01-12,12,December,2014,12.28,12.28,5.0,35.0,250.0,15.38,43750.0,12.28,1,2,Sunday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,285.0,250.0,15.0,0,0,0
Midmarket,France,Paseo,Medium,3801,10,15,57015.0,3420.9,53594.1,38010.0,15584.1,2014-01-04,4,April,2014,29.08,29.08,6.0,4.1,10.0,50.0,15584.099999999999,29.08,1,1,Saturday,1,2015,2014-01,Large,Medium Profit,Medium Discount,14.1,10.0,0.9,0,0,0
Government,United States Of America,Carretera,Medium,1117,3,20,22350.0,1341.0,21009.0,11175.0,9834.0,2014-01-01,1,January,2014,46.81,46.81,6.0,8.8,10.0,566.67,9834.0,46.81,1,1,Wednesday,0,2014,2014-01,Medium,Medium Profit,Medium Discount,18.81,10.0,1.2,1,0,0
Midmarket,Canada,Carretera,Medium,2844,3,15,42660.0,2559.6,40100.4,28440.0,11660.4,2014-01-06,6,June,2014,29.08,29.08,6.0,4.1,10.0,400.0,11660.400000000001,29.08,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,14.1,10.0,0.9,0,0,0
Channel Partners,Mexico,Carretera,Medium,562,3,12,6744.0,404.64,6339.36,1686.0,4653.36,2014-01-09,9,September,2014,73.4,73.4,6.0,8.28,3.0,300.0,4653.36,73.4,1,2,Thursday,0,2015,2014-01,Small,Low Profit,Medium Discount,11.28,3.0,0.72,1,0,0
Channel Partners,Canada,Carretera,Medium,2299,3,12,27588.0,1655.28,25932.72,6897.0,19035.72,2013-01-10,10,October,2013,73.4,73.4,6.0,8.28,3.0,300.0,19035.72,73.4,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,11.28,3.0,0.72,1,0,0
Midmarket,United States Of America,Carretera,Medium,2030,3,15,30450.0,1827.0,28623.0,20300.0,8323.0,2014-01-11,11,November,2014,29.08,29.08,6.0,4.1,10.0,400.0,8323.0,29.08,1,2,Saturday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,14.1,10.0,0.9,0,0,0
Government,United States Of America,Carretera,Medium,263,3,7,1841.0,110.46,1730.54,1315.0,415.54,2013-01-11,11,November,2013,24.01,24.01,6.0,1.58,5.0,133.33,415.53999999999996,24.01,1,2,Friday,0,2014,2013-01,Small,Low Profit,Medium Discount,6.58,5.0,0.42,0,0,0
Enterprise,Germany,Carretera,Medium,887,3,125,110875.0,6652.5,104222.5,106440.0,-2217.5,2013-01-12,12,December,2013,-2.13,-2.13,6.0,-2.5,120.0,4066.67,-2217.5,-2.13,1,2,Saturday,1,2014,2013-01,Enterprise,Loss,Medium Discount,117.5,120.0,7.5,0,1,0
Government,Mexico,Montana,Medium,980,5,350,343000.0,20580.0,322420.0,254800.0,67620.0,2014-01-04,4,April,2014,20.97,20.97,6.0,69.0,260.0,6900.0,67620.0,20.97,1,1,Saturday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,329.0,260.0,21.0,0,0,0
Government,Germany,Montana,Medium,1460,5,350,511000.0,30660.0,480340.0,379600.0,100740.0,2014-01-05,5,May,2014,20.97,20.97,6.0,69.0,260.0,6900.0,100740.0,20.97,1,1,Sunday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,329.0,260.0,21.0,0,0,0
Government,France,Montana,Medium,1403,5,7,9821.0,589.26,9231.74,7015.0,2216.74,2013-01-10,10,October,2013,24.01,24.01,6.0,1.58,5.0,40.0,2216.74,24.01,1,2,Thursday,0,2014,2013-01,Small,Low Profit,Medium Discount,6.58,5.0,0.42,0,0,0
Channel Partners,United States Of America,Montana,Medium,2723,5,12,32676.0,1960.56,30715.44,8169.0,22546.44,2014-01-11,11,November,2014,73.4,73.4,6.0,8.28,3.0,140.0,22546.44,73.4,1,2,Saturday,1,2015,2014-01,Medium,High Profit,Medium Discount,11.28,3.0,0.72,1,0,0
Government,France,Paseo,Medium,1496,10,350,523600.0,31416.0,492184.0,388960.0,103224.0,2014-01-06,6,June,2014,20.97,20.97,6.0,69.0,260.0,3400.0,103224.0,20.97,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,329.0,260.0,21.0,0,0,0
Channel Partners,Canada,Paseo,Medium,2299,10,12,27588.0,1655.28,25932.72,6897.0,19035.72,2013-01-10,10,October,2013,73.4,73.4,6.0,8.28,3.0,20.0,19035.72,73.4,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,11.28,3.0,0.72,1,0,0
Government,United States Of America,Paseo,Medium,727,10,350,254450.0,15267.0,239183.0,189020.0,50163.0,2013-01-10,10,October,2013,20.97,20.97,6.0,69.0,260.0,3400.0,50163.0,20.97,1,2,Thursday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,329.0,260.0,21.0,0,0,0
Enterprise,Canada,Velo,Medium,952,120,125,119000.0,7140.0,111860.0,114240.0,-2380.0,2014-01-02,2,February,2014,-2.13,-2.13,6.0,-2.5,120.0,4.17,-2380.0,-2.13,1,1,Thursday,0,2014,2014-01,Enterprise,Loss,Medium Discount,117.5,120.0,7.5,0,1,0
Enterprise,United States Of America,Velo,Medium,2755,120,125,344375.0,20662.5,323712.5,330600.0,-6887.5,2014-01-02,2,February,2014,-2.13,-2.13,6.0,-2.5,120.0,4.17,-6887.5,-2.13,1,1,Thursday,0,2014,2014-01,Enterprise,Loss,Medium Discount,117.5,120.0,7.5,0,1,0
Midmarket,Germany,Velo,Medium,1530,120,15,22950.0,1377.0,21573.0,15300.0,6273.0,2014-01-05,5,May,2014,29.08,29.08,6.0,4.1,10.0,-87.5,6273.0,29.08,1,1,Sunday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,14.1,10.0,0.9,0,0,0
Government,France,Velo,Medium,1496,120,350,523600.0,31416.0,492184.0,388960.0,103224.0,2014-01-06,6,June,2014,20.97,20.97,6.0,69.0,260.0,191.67,103224.0,20.97,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,329.0,260.0,21.0,0,0,0
Government,Mexico,Velo,Medium,1498,120,7,10486.0,629.16,9856.84,7490.0,2366.84,2014-01-06,6,June,2014,24.01,24.01,6.0,1.58,5.0,-94.17,2366.84,24.01,1,2,Monday,0,2015,2014-01,Small,Low Profit,Medium Discount,6.58,5.0,0.42,0,0,0
Small Business,France,Velo,Medium,1221,120,300,366300.0,21978.0,344322.0,305250.0,39072.0,2013-01-10,10,October,2013,11.35,11.35,6.0,32.0,250.0,150.0,39072.0,11.35,1,2,Thursday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,282.0,250.0,18.0,0,0,0
Government,France,Velo,Medium,2076,120,350,726600.0,43596.0,683004.0,539760.0,143244.0,2013-01-10,10,October,2013,20.97,20.97,6.0,69.0,260.0,191.67,143244.0,20.97,1,2,Thursday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,329.0,260.0,21.0,0,0,0
Midmarket,Canada,Vtt,Medium,2844,250,15,42660.0,2559.6,40100.4,28440.0,11660.4,2014-01-06,6,June,2014,29.08,29.08,6.0,4.1,10.0,-94.0,11660.400000000001,29.08,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,14.1,10.0,0.9,0,0,0
Government,Mexico,Vtt,Medium,1498,250,7,10486.0,629.16,9856.84,7490.0,2366.84,2014-01-06,6,June,2014,24.01,24.01,6.0,1.58,5.0,-97.2,2366.84,24.01,1,2,Monday,0,2015,2014-01,Small,Low Profit,Medium Discount,6.58,5.0,0.42,0,0,0
Small Business,France,Vtt,Medium,1221,250,300,366300.0,21978.0,344322.0,305250.0,39072.0,2013-01-10,10,October,2013,11.35,11.35,6.0,32.0,250.0,20.0,39072.0,11.35,1,2,Thursday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,282.0,250.0,18.0,0,0,0
Government,Mexico,Vtt,Medium,1123,250,20,22460.0,1347.6,21112.4,11230.0,9882.4,2013-01-11,11,November,2013,46.81,46.81,6.0,8.8,10.0,-92.0,9882.400000000001,46.81,1,2,Friday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,18.8,10.0,1.2,1,0,0
Small Business,Canada,Vtt,Medium,2436,250,300,730800.0,43848.0,686952.0,609000.0,77952.0,2013-01-12,12,December,2013,11.35,11.35,6.0,32.0,250.0,20.0,77952.0,11.35,1,2,Saturday,1,2014,2013-01,Enterprise,High Profit,Medium Discount,282.0,250.0,18.0,0,0,0
Enterprise,France,Amarilla,Medium,1987,260,125,248437.5,14906.25,233531.25,238500.0,-4968.75,2014-01-01,1,January,2014,-2.13,-2.13,6.0,-2.5,120.03,-51.92,-4968.75,-2.13,1,1,Wednesday,0,2014,2014-01,Enterprise,Loss,Medium Discount,117.53,120.03,7.5,0,1,0
Government,Mexico,Amarilla,Medium,1679,260,350,587650.0,35259.0,552391.0,436540.0,115851.0,2014-01-09,9,September,2014,20.97,20.97,6.0,69.0,260.0,34.62,115851.0,20.97,1,2,Thursday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,329.0,260.0,21.0,0,0,0
Government,United States Of America,Amarilla,Medium,727,260,350,254450.0,15267.0,239183.0,189020.0,50163.0,2013-01-10,10,October,2013,20.97,20.97,6.0,69.0,260.0,34.62,50163.0,20.97,1,2,Thursday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,329.0,260.0,21.0,0,0,0
Government,France,Amarilla,Medium,1403,260,7,9821.0,589.26,9231.74,7015.0,2216.74,2013-01-10,10,October,2013,24.01,24.01,6.0,1.58,5.0,-97.31,2216.74,24.01,1,2,Thursday,0,2014,2013-01,Small,Low Profit,Medium Discount,6.58,5.0,0.42,0,0,0
Government,France,Amarilla,Medium,2076,260,350,726600.0,43596.0,683004.0,539760.0,143244.0,2013-01-10,10,October,2013,20.97,20.97,6.0,69.0,260.0,34.62,143244.0,20.97,1,2,Thursday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,329.0,260.0,21.0,0,0,0
Government,France,Montana,Medium,1757,5,20,35140.0,2108.4,33031.6,17570.0,15461.6,2013-01-10,10,October,2013,46.81,46.81,6.0,8.8,10.0,300.0,15461.599999999999,46.81,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,18.8,10.0,1.2,1,0,0
Midmarket,United States Of America,Paseo,Medium,2198,10,15,32970.0,1978.2,30991.8,21980.0,9011.8,2014-01-08,8,August,2014,29.08,29.08,6.0,4.1,10.0,50.0,9011.8,29.08,1,2,Wednesday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,14.1,10.0,0.9,0,0,0
Midmarket,Germany,Paseo,Medium,1743,10,15,26145.0,1568.7,24576.3,17430.0,7146.299999999999,2014-01-08,8,August,2014,29.08,29.08,6.0,4.1,10.0,50.0,7146.299999999999,29.08,1,2,Wednesday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,14.1,10.0,0.9,0,0,0
Midmarket,United States Of America,Paseo,Medium,1153,10,15,17295.0,1037.7,16257.3,11530.0,4727.299999999999,2014-01-10,10,October,2014,29.08,29.08,6.0,4.1,10.0,50.0,4727.299999999999,29.08,1,2,Friday,0,2015,2014-01,Medium,Low Profit,Medium Discount,14.1,10.0,0.9,0,0,0
Government,France,Paseo,Medium,1757,10,20,35140.0,2108.4,33031.6,17570.0,15461.6,2013-01-10,10,October,2013,46.81,46.81,6.0,8.8,10.0,100.0,15461.599999999999,46.81,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,18.8,10.0,1.2,1,0,0
Government,Germany,Velo,Medium,1001,120,20,20020.0,1201.2,18818.8,10010.0,8808.8,2014-01-08,8,August,2014,46.81,46.81,6.0,8.8,10.0,-83.33,8808.8,46.81,1,2,Wednesday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.8,10.0,1.2,1,0,0
Government,Mexico,Velo,Medium,1333,120,7,9331.0,559.86,8771.14,6665.0,2106.1399999999994,2014-01-11,11,November,2014,24.01,24.01,6.0,1.58,5.0,-94.17,2106.1399999999994,24.01,1,2,Saturday,1,2015,2014-01,Small,Low Profit,Medium Discount,6.58,5.0,0.42,0,0,0
Midmarket,United States Of America,Vtt,Medium,1153,250,15,17295.0,1037.7,16257.3,11530.0,4727.299999999999,2014-01-10,10,October,2014,29.08,29.08,6.0,4.1,10.0,-94.0,4727.299999999999,29.08,1,2,Friday,0,2015,2014-01,Medium,Low Profit,Medium Discount,14.1,10.0,0.9,0,0,0
Channel Partners,Mexico,Carretera,Medium,727,3,12,8724.0,610.68,8113.32,2181.0,5932.32,2014-01-02,2,February,2014,73.12,73.12,7.0,8.16,3.0,300.0,5932.32,73.12,1,1,Thursday,0,2014,2014-01,Small,Medium Profit,Medium Discount,11.16,3.0,0.84,1,0,0
Channel Partners,Canada,Carretera,Medium,1884,3,12,22608.0,1582.56,21025.44,5652.0,15373.44,2014-01-08,8,August,2014,73.12,73.12,7.0,8.16,3.0,300.0,15373.439999999999,73.12,1,2,Wednesday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,11.16,3.0,0.84,1,0,0
Government,Mexico,Carretera,Medium,1834,3,20,36680.0,2567.6,34112.4,18340.0,15772.4,2013-01-09,9,September,2013,46.24,46.24,7.0,8.6,10.0,566.67,15772.400000000001,46.24,1,2,Wednesday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,18.6,10.0,1.4,1,0,0
Channel Partners,Mexico,Montana,Medium,2340,5,12,28080.0,1965.6,26114.4,7020.0,19094.4,2014-01-01,1,January,2014,73.12,73.12,7.0,8.16,3.0,140.0,19094.4,73.12,1,1,Wednesday,0,2014,2014-01,Medium,Medium Profit,Medium Discount,11.16,3.0,0.84,1,0,0
Channel Partners,France,Montana,Medium,2342,5,12,28104.0,1967.28,26136.72,7026.0,19110.72,2014-01-11,11,November,2014,73.12,73.12,7.0,8.16,3.0,140.0,19110.72,73.12,1,2,Saturday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,11.16,3.0,0.84,1,0,0
Government,France,Paseo,Medium,1031,10,7,7217.0,505.19,6711.81,5155.0,1556.8100000000004,2013-01-09,9,September,2013,23.2,23.2,7.0,1.51,5.0,-30.0,1556.8100000000004,23.2,1,2,Wednesday,0,2014,2013-01,Small,Low Profit,Medium Discount,6.51,5.0,0.49,0,0,0
Midmarket,Canada,Velo,Medium,1262,120,15,18930.0,1325.1,17604.9,12620.0,4984.9000000000015,2014-01-05,5,May,2014,28.32,28.32,7.0,3.95,10.0,-87.5,4984.9000000000015,28.32,1,1,Sunday,1,2015,2014-01,Medium,Low Profit,Medium Discount,13.95,10.0,1.05,0,0,0
Government,Canada,Velo,Medium,1135,120,7,7945.0,556.15,7388.85,5675.0,1713.8500000000004,2014-01-06,6,June,2014,23.2,23.2,7.0,1.51,5.0,-94.17,1713.8500000000004,23.2,1,2,Monday,0,2015,2014-01,Small,Low Profit,Medium Discount,6.51,5.0,0.49,0,0,0
Government,United States Of America,Velo,Medium,547,120,7,3829.0,268.03,3560.9700000000003,2735.0,825.9699999999998,2014-01-11,11,November,2014,23.2,23.2,7.0,1.51,5.0,-94.17,825.9700000000003,23.2,1,2,Saturday,1,2015,2014-01,Small,Low Profit,Medium Discount,6.51,5.0,0.49,0,0,0
